Avg Speed (km/h),Distance (km),Road Type,Battery (kWh),Top Speed (km/h),Range_per_Charge,Bus Type,Charger Type,Passenger Capacity
25,169,Rural,405,80,300,Standard City Bus,Fast DC,53
43,249,Highway,410,98,337,Standard City Bus,Fast DC,56
40,264,Highway,448,97,324,Double Decker Bus,Fast DC,82
25,169,Rural,421,82,302,Articulated Bus,Depot,87
49,297,Highway,371,109,292,Standard City Bus,Pantograph,54
40,236,Urban,435,85,347,Articulated Bus,Depot,90
34,240,Urban,330,80,268,Mini Bus,Depot,25
37,198,Urban,406,92,289,Standard City Bus,Pantograph,62
31,177,Rural,380,77,315,Standard City Bus,Pantograph,64
35,189,Urban,403,88,321,Articulated Bus,Depot,91
52,252,Highway,406,102,336,Standard City Bus,Fast DC,55
33,175,Rural,407,87,315,Articulated Bus,Pantograph,92
43,289,Highway,397,89,322,Articulated Bus,Pantograph,92
35,182,Rural,459,85,352,Double Decker Bus,Fast DC,80
25,191,Rural,399,77,322,Standard City Bus,Depot,53
32,178,Rural,328,92,268,Mini Bus,Depot,32
33,208,Urban,456,79,373,Double Decker Bus,Fast DC,76
28,166,Rural,313,79,242,Mini Bus,Depot,30
40,270,Highway,451,96,354,Double Decker Bus,Depot,83
32,177,Urban,402,81,322,Standard City Bus,Depot,65
27,148,Rural,330,86,235,Mini Bus,Depot,29
55,285,Highway,444,114,376,Double Decker Bus,Fast DC,76
37,214,Urban,430,91,346,Double Decker Bus,Pantograph,77
46,287,Highway,454,95,365,Double Decker Bus,Depot,76
32,171,Rural,448,83,358,Double Decker Bus,Depot,82
35,180,Rural,437,84,339,Double Decker Bus,Fast DC,80
30,179,Urban,457,76,338,Double Decker Bus,Depot,85
47,259,Highway,316,94,231,Mini Bus,Depot,25
33,182,Urban,440,87,343,Articulated Bus,Pantograph,92
40,230,Urban,456,90,344,Double Decker Bus,Pantograph,81
36,215,Urban,458,83,368,Articulated Bus,Depot,88
33,179,Urban,287,82,224,Mini Bus,Pantograph,32
52,291,Highway,408,101,317,Standard City Bus,Depot,58
35,198,Rural,389,84,280,Standard City Bus,Fast DC,51
32,136,Rural,282,80,203,Mini Bus,Pantograph,32
28,148,Rural,378,79,287,Standard City Bus,Depot,60
30,141,Rural,415,88,345,Articulated Bus,Fast DC,84
40,282,Highway,332,90,256,Mini Bus,Fast DC,33
46,270,Highway,395,94,329,Standard City Bus,Depot,57
47,260,Highway,474,106,364,Double Decker Bus,Fast DC,82
42,287,Highway,473,96,376,Double Decker Bus,Depot,80
48,248,Highway,432,102,344,Articulated Bus,Pantograph,82
30,216,Urban,439,81,364,Articulated Bus,Depot,91
29,186,Rural,330,76,238,Mini Bus,Fast DC,27
35,163,Rural,422,93,330,Double Decker Bus,Depot,78
45,221,Highway,433,103,315,Double Decker Bus,Depot,85
38,191,Urban,403,92,283,Standard City Bus,Pantograph,61
49,282,Highway,408,105,325,Articulated Bus,Pantograph,93
37,219,Urban,424,91,350,Double Decker Bus,Fast DC,74
34,175,Rural,478,92,356,Double Decker Bus,Fast DC,76
51,235,Highway,400,97,334,Standard City Bus,Fast DC,63
49,220,Highway,382,94,293,Standard City Bus,Depot,53
45,273,Highway,470,100,360,Double Decker Bus,Fast DC,84
32,161,Rural,423,84,337,Double Decker Bus,Pantograph,80
54,245,Highway,321,99,242,Mini Bus,Pantograph,30
32,134,Rural,413,81,340,Articulated Bus,Depot,90
35,165,Rural,439,91,334,Articulated Bus,Pantograph,87
33,228,Urban,455,79,326,Double Decker Bus,Fast DC,82
43,300,Highway,410,88,336,Standard City Bus,Pantograph,65
32,172,Rural,430,80,331,Articulated Bus,Pantograph,91
52,228,Highway,416,108,322,Standard City Bus,Pantograph,60
28,151,Rural,433,75,342,Articulated Bus,Pantograph,89
29,174,Rural,392,81,281,Articulated Bus,Pantograph,85
34,156,Rural,407,87,314,Standard City Bus,Depot,65
33,189,Rural,378,80,300,Standard City Bus,Pantograph,58
35,130,Rural,420,80,345,Articulated Bus,Depot,90
30,195,Rural,414,82,332,Articulated Bus,Fast DC,84
33,164,Rural,410,90,315,Standard City Bus,Pantograph,60
51,265,Highway,403,97,293,Articulated Bus,Depot,95
38,238,Urban,463,98,391,Double Decker Bus,Pantograph,78
36,195,Urban,401,83,323,Standard City Bus,Depot,62
32,175,Urban,382,92,271,Standard City Bus,Fast DC,65
32,153,Rural,423,83,357,Double Decker Bus,Pantograph,83
41,268,Highway,292,86,205,Mini Bus,Pantograph,27
25,148,Rural,443,83,311,Double Decker Bus,Depot,82
41,262,Highway,419,100,337,Standard City Bus,Depot,63
28,135,Rural,456,84,358,Articulated Bus,Depot,90
33,173,Urban,295,86,218,Mini Bus,Fast DC,35
30,136,Rural,422,77,302,Double Decker Bus,Depot,79
28,172,Rural,300,87,226,Mini Bus,Depot,30
32,150,Rural,458,78,343,Articulated Bus,Pantograph,93
34,181,Urban,280,79,210,Mini Bus,Fast DC,26
29,149,Rural,400,80,339,Standard City Bus,Depot,51
50,248,Highway,291,106,239,Mini Bus,Fast DC,29
25,194,Rural,436,71,323,Articulated Bus,Depot,89
28,166,Rural,480,81,341,Double Decker Bus,Fast DC,85
28,164,Rural,428,84,359,Articulated Bus,Depot,94
50,280,Highway,304,105,235,Mini Bus,Fast DC,29
45,250,Highway,428,103,340,Double Decker Bus,Pantograph,81
44,293,Highway,454,98,383,Articulated Bus,Pantograph,88
35,197,Rural,434,90,366,Articulated Bus,Depot,80
44,227,Highway,424,103,356,Double Decker Bus,Pantograph,85
25,177,Rural,479,81,405,Double Decker Bus,Fast DC,72
32,173,Rural,294,90,228,Mini Bus,Depot,30
31,236,Urban,420,91,355,Standard City Bus,Fast DC,54
44,225,Highway,313,90,258,Mini Bus,Fast DC,25
25,147,Rural,470,78,332,Double Decker Bus,Depot,80
30,190,Urban,363,76,307,Standard City Bus,Pantograph,51
25,169,Rural,416,81,301,Standard City Bus,Pantograph,65
30,182,Urban,362,80,291,Standard City Bus,Fast DC,51
35,151,Rural,333,89,271,Mini Bus,Pantograph,32
46,249,Highway,411,92,319,Standard City Bus,Pantograph,52
25,159,Rural,440,84,335,Double Decker Bus,Fast DC,81
32,187,Rural,422,88,313,Articulated Bus,Depot,95
31,189,Urban,393,90,308,Articulated Bus,Fast DC,88
46,280,Highway,456,106,381,Double Decker Bus,Depot,71
38,237,Urban,431,96,343,Double Decker Bus,Pantograph,80
38,220,Urban,452,84,354,Double Decker Bus,Fast DC,79
43,271,Highway,383,95,280,Standard City Bus,Depot,58
31,206,Urban,317,88,227,Mini Bus,Fast DC,28
28,152,Rural,455,77,382,Double Decker Bus,Fast DC,78
29,168,Rural,419,74,318,Articulated Bus,Fast DC,94
30,176,Urban,426,82,339,Articulated Bus,Fast DC,82
55,272,Highway,450,104,317,Articulated Bus,Pantograph,83
40,277,Highway,299,91,246,Mini Bus,Depot,28
33,232,Urban,402,93,305,Standard City Bus,Fast DC,54
51,292,Highway,294,97,215,Mini Bus,Fast DC,25
40,218,Urban,393,87,324,Articulated Bus,Depot,94
53,276,Highway,427,111,338,Articulated Bus,Fast DC,81
30,240,Urban,446,75,365,Double Decker Bus,Depot,70
48,264,Highway,432,102,356,Articulated Bus,Fast DC,95
30,200,Rural,459,77,339,Articulated Bus,Fast DC,94
33,190,Rural,478,91,385,Double Decker Bus,Fast DC,85
38,189,Urban,434,92,318,Double Decker Bus,Fast DC,79
33,218,Urban,369,93,310,Standard City Bus,Depot,50
43,277,Highway,287,97,230,Mini Bus,Fast DC,27
28,184,Rural,315,75,222,Mini Bus,Fast DC,33
43,270,Highway,406,91,301,Articulated Bus,Pantograph,94
28,194,Rural,422,74,332,Double Decker Bus,Pantograph,79
36,214,Urban,328,85,237,Mini Bus,Pantograph,35
34,130,Rural,399,82,328,Articulated Bus,Depot,86
54,234,Highway,302,113,253,Mini Bus,Depot,34
30,226,Urban,361,77,290,Standard City Bus,Fast DC,52
30,209,Urban,366,88,280,Standard City Bus,Fast DC,53
37,213,Urban,476,86,396,Double Decker Bus,Depot,78
43,257,Highway,285,88,240,Mini Bus,Pantograph,26
33,183,Rural,410,84,288,Standard City Bus,Pantograph,60
25,163,Rural,305,82,241,Mini Bus,Depot,28
28,194,Rural,332,86,273,Mini Bus,Pantograph,33
40,200,Urban,284,99,209,Mini Bus,Pantograph,31
30,142,Rural,389,87,278,Standard City Bus,Fast DC,51
44,221,Highway,458,96,365,Articulated Bus,Depot,89
35,171,Rural,438,84,350,Double Decker Bus,Pantograph,76
30,184,Urban,319,81,262,Mini Bus,Depot,35
35,223,Urban,284,81,230,Mini Bus,Fast DC,34
55,247,Highway,480,103,404,Double Decker Bus,Pantograph,80
34,187,Urban,428,92,309,Double Decker Bus,Depot,85
53,252,Highway,415,99,332,Standard City Bus,Fast DC,55
26,199,Rural,442,80,363,Double Decker Bus,Depot,80
36,170,Urban,441,86,310,Articulated Bus,Pantograph,89
32,140,Rural,435,92,325,Double Decker Bus,Fast DC,75
54,269,Highway,283,112,229,Mini Bus,Fast DC,33
36,228,Urban,441,83,372,Articulated Bus,Fast DC,80
32,207,Urban,417,85,328,Standard City Bus,Fast DC,56
44,292,Highway,397,92,335,Standard City Bus,Pantograph,63
54,263,Highway,423,104,306,Double Decker Bus,Pantograph,79
48,300,Highway,340,106,246,Mini Bus,Pantograph,30
30,179,Rural,429,89,332,Articulated Bus,Depot,83
34,233,Urban,387,79,299,Standard City Bus,Depot,52
50,252,Highway,435,106,364,Articulated Bus,Depot,87
34,178,Rural,327,94,244,Mini Bus,Depot,28
39,205,Urban,380,99,281,Standard City Bus,Fast DC,54
52,227,Highway,394,109,328,Standard City Bus,Fast DC,51
38,208,Urban,287,89,225,Mini Bus,Pantograph,33
49,221,Highway,457,100,347,Double Decker Bus,Fast DC,83
30,132,Rural,463,78,358,Double Decker Bus,Pantograph,83
35,208,Urban,467,95,359,Double Decker Bus,Fast DC,72
29,134,Rural,331,74,276,Mini Bus,Pantograph,35
53,231,Highway,307,109,224,Mini Bus,Pantograph,33
53,281,Highway,391,113,282,Standard City Bus,Fast DC,50
26,150,Rural,436,73,324,Double Decker Bus,Depot,74
35,169,Rural,448,85,370,Double Decker Bus,Fast DC,79
29,146,Rural,317,89,235,Mini Bus,Pantograph,34
33,221,Urban,290,82,229,Mini Bus,Depot,30
44,260,Highway,402,103,284,Articulated Bus,Depot,95
47,297,Highway,432,102,353,Double Decker Bus,Depot,72
42,256,Highway,464,88,383,Double Decker Bus,Depot,73
32,198,Rural,411,85,318,Articulated Bus,Pantograph,85
40,215,Urban,412,88,330,Articulated Bus,Pantograph,82
33,162,Rural,409,82,332,Standard City Bus,Fast DC,65
25,167,Rural,371,77,294,Standard City Bus,Fast DC,65
29,196,Rural,318,82,246,Mini Bus,Fast DC,31
55,268,Highway,321,111,253,Mini Bus,Fast DC,29
30,207,Urban,297,81,212,Mini Bus,Depot,25
31,188,Rural,430,81,309,Articulated Bus,Pantograph,91
39,236,Urban,449,95,352,Double Decker Bus,Pantograph,77
46,296,Highway,478,103,359,Double Decker Bus,Fast DC,77
35,147,Rural,311,82,249,Mini Bus,Depot,29
37,175,Urban,452,93,332,Double Decker Bus,Fast DC,81
52,261,Highway,426,99,320,Articulated Bus,Pantograph,90
34,230,Urban,281,86,200,Mini Bus,Fast DC,34
53,277,Highway,335,98,276,Mini Bus,Fast DC,31
33,143,Rural,474,81,357,Double Decker Bus,Fast DC,81
42,265,Highway,470,90,363,Double Decker Bus,Fast DC,80
35,137,Rural,447,80,341,Articulated Bus,Fast DC,81
32,152,Rural,384,82,313,Standard City Bus,Fast DC,55
34,240,Urban,319,81,264,Mini Bus,Depot,32
36,230,Urban,434,96,317,Articulated Bus,Depot,85
32,214,Urban,390,78,298,Articulated Bus,Depot,84
28,194,Rural,426,77,329,Double Decker Bus,Pantograph,70
50,242,Highway,299,105,240,Mini Bus,Depot,31
34,226,Urban,398,88,292,Standard City Bus,Pantograph,64
55,269,Highway,391,113,312,Standard City Bus,Fast DC,51
42,265,Highway,331,95,241,Mini Bus,Pantograph,29
44,271,Highway,463,103,337,Double Decker Bus,Fast DC,77
33,168,Rural,408,85,334,Standard City Bus,Depot,52
50,235,Highway,428,103,357,Double Decker Bus,Fast DC,75
44,271,Highway,413,101,309,Articulated Bus,Pantograph,92
46,295,Highway,394,92,326,Articulated Bus,Depot,81
30,196,Urban,398,84,333,Articulated Bus,Pantograph,86
39,200,Urban,397,97,284,Articulated Bus,Pantograph,83
40,238,Urban,391,95,279,Articulated Bus,Fast DC,81
46,277,Highway,367,105,257,Standard City Bus,Fast DC,50
38,181,Urban,422,89,314,Double Decker Bus,Fast DC,83
26,149,Rural,429,71,312,Double Decker Bus,Fast DC,85
36,171,Urban,377,91,296,Standard City Bus,Depot,57
42,221,Highway,420,100,322,Articulated Bus,Fast DC,83
47,251,Highway,421,94,321,Double Decker Bus,Pantograph,78
32,211,Urban,381,80,285,Standard City Bus,Pantograph,62
39,191,Urban,480,93,397,Double Decker Bus,Fast DC,81
30,131,Rural,460,75,326,Double Decker Bus,Pantograph,73
52,253,Highway,333,102,261,Mini Bus,Pantograph,34
47,271,Highway,444,103,334,Articulated Bus,Fast DC,85
30,204,Urban,286,80,230,Mini Bus,Depot,28
25,164,Rural,451,82,345,Double Decker Bus,Fast DC,77
55,229,Highway,416,108,318,Standard City Bus,Pantograph,50
31,203,Urban,445,76,326,Double Decker Bus,Fast DC,73
33,173,Rural,467,93,360,Double Decker Bus,Depot,80
40,220,Urban,411,89,327,Articulated Bus,Pantograph,90
25,156,Rural,445,79,355,Double Decker Bus,Pantograph,83
30,206,Urban,303,87,224,Mini Bus,Depot,34
37,228,Urban,434,83,306,Articulated Bus,Pantograph,93
33,145,Rural,425,79,343,Articulated Bus,Pantograph,91
52,232,Highway,440,104,327,Articulated Bus,Pantograph,81
31,192,Rural,409,85,295,Standard City Bus,Fast DC,56
55,294,Highway,436,113,309,Double Decker Bus,Depot,76
38,202,Urban,394,93,321,Standard City Bus,Depot,63
34,139,Rural,451,81,332,Double Decker Bus,Fast DC,70
45,298,Highway,424,103,297,Double Decker Bus,Pantograph,75
33,174,Urban,415,89,329,Standard City Bus,Fast DC,56
38,235,Urban,458,92,372,Articulated Bus,Pantograph,84
36,191,Urban,361,87,296,Standard City Bus,Pantograph,52
33,183,Rural,295,89,237,Mini Bus,Pantograph,29
53,236,Highway,331,111,255,Mini Bus,Fast DC,31
55,261,Highway,446,114,369,Articulated Bus,Fast DC,82
34,208,Urban,472,87,374,Double Decker Bus,Pantograph,84
54,223,Highway,392,107,303,Articulated Bus,Fast DC,81
33,232,Urban,425,91,309,Double Decker Bus,Pantograph,77
39,238,Urban,458,90,373,Articulated Bus,Pantograph,92
38,235,Urban,364,83,300,Standard City Bus,Fast DC,60
33,194,Rural,360,78,293,Standard City Bus,Pantograph,59
46,274,Highway,381,96,301,Standard City Bus,Pantograph,58
41,253,Highway,413,99,316,Standard City Bus,Depot,64
52,286,Highway,379,103,289,Standard City Bus,Pantograph,61
48,252,Highway,292,108,244,Mini Bus,Depot,25
55,258,Highway,479,107,363,Double Decker Bus,Fast DC,72
39,224,Urban,446,99,370,Double Decker Bus,Depot,81
25,174,Rural,290,81,243,Mini Bus,Depot,25
45,277,Highway,465,103,366,Double Decker Bus,Fast DC,85
26,147,Rural,327,82,235,Mini Bus,Pantograph,34
42,295,Highway,365,88,278,Standard City Bus,Pantograph,50
31,144,Rural,404,78,285,Standard City Bus,Pantograph,63
32,133,Rural,474,78,386,Double Decker Bus,Fast DC,80
40,173,Urban,415,92,313,Standard City Bus,Depot,58
26,153,Rural,314,73,252,Mini Bus,Pantograph,32
37,191,Urban,423,91,317,Double Decker Bus,Pantograph,76
37,210,Urban,319,90,248,Mini Bus,Depot,35
52,278,Highway,451,99,343,Double Decker Bus,Depot,83
46,226,Highway,385,93,271,Standard City Bus,Depot,59
53,247,Highway,457,101,325,Double Decker Bus,Fast DC,81
30,225,Urban,329,79,249,Mini Bus,Fast DC,25
40,238,Urban,405,91,325,Standard City Bus,Fast DC,53
28,174,Rural,421,78,300,Double Decker Bus,Pantograph,82
41,258,Highway,310,90,248,Mini Bus,Depot,28
48,232,Highway,462,97,329,Double Decker Bus,Fast DC,80
49,229,Highway,386,105,318,Standard City Bus,Fast DC,63
26,159,Rural,329,80,230,Mini Bus,Pantograph,31
34,180,Rural,414,94,298,Standard City Bus,Depot,54
27,138,Rural,438,78,309,Double Decker Bus,Fast DC,71
50,273,Highway,410,96,343,Articulated Bus,Depot,86
31,183,Urban,413,83,319,Standard City Bus,Fast DC,65
40,246,Highway,391,96,281,Standard City Bus,Fast DC,56
34,236,Urban,398,83,302,Articulated Bus,Depot,92
34,218,Urban,448,94,333,Double Decker Bus,Fast DC,83
39,204,Urban,470,93,393,Double Decker Bus,Depot,71
35,176,Rural,387,87,318,Standard City Bus,Pantograph,52
41,256,Highway,382,88,272,Standard City Bus,Fast DC,57
35,180,Rural,413,80,298,Articulated Bus,Depot,89
39,237,Urban,308,91,229,Mini Bus,Fast DC,29
34,231,Urban,335,91,261,Mini Bus,Depot,28
35,227,Urban,382,81,309,Standard City Bus,Pantograph,57
30,150,Rural,391,76,276,Standard City Bus,Pantograph,62
29,159,Rural,393,80,326,Articulated Bus,Fast DC,86
33,193,Rural,439,87,311,Articulated Bus,Fast DC,81
26,141,Rural,447,81,325,Articulated Bus,Pantograph,80
51,256,Highway,380,104,294,Standard City Bus,Pantograph,59
31,176,Rural,466,83,363,Double Decker Bus,Depot,75
35,212,Urban,403,88,294,Articulated Bus,Fast DC,90
26,138,Rural,313,76,258,Mini Bus,Fast DC,33
33,234,Urban,327,89,236,Mini Bus,Pantograph,35
31,143,Rural,448,77,355,Articulated Bus,Fast DC,83
33,227,Urban,411,91,295,Articulated Bus,Pantograph,91
31,239,Urban,319,88,255,Mini Bus,Pantograph,26
30,140,Rural,440,77,328,Double Decker Bus,Fast DC,85
50,222,Highway,424,98,320,Articulated Bus,Pantograph,86
35,203,Urban,445,86,375,Articulated Bus,Depot,94
53,244,Highway,304,103,229,Mini Bus,Pantograph,30
39,198,Urban,436,86,353,Articulated Bus,Fast DC,84
43,287,Highway,455,94,371,Double Decker Bus,Fast DC,70
28,175,Rural,455,77,376,Articulated Bus,Pantograph,86
40,277,Highway,339,86,243,Mini Bus,Fast DC,34
35,220,Urban,323,84,263,Mini Bus,Depot,27
34,171,Rural,403,89,300,Standard City Bus,Pantograph,58
37,219,Urban,407,84,332,Standard City Bus,Depot,54
30,233,Urban,290,81,237,Mini Bus,Pantograph,27
41,291,Highway,429,90,301,Double Decker Bus,Fast DC,75
45,271,Highway,393,104,314,Standard City Bus,Pantograph,59
32,192,Rural,476,87,359,Double Decker Bus,Depot,80
54,231,Highway,435,110,304,Double Decker Bus,Fast DC,72
32,198,Urban,335,82,261,Mini Bus,Pantograph,34
31,143,Rural,404,81,340,Articulated Bus,Fast DC,93
31,173,Urban,421,81,327,Articulated Bus,Fast DC,93
30,203,Urban,454,84,353,Double Decker Bus,Fast DC,75
34,188,Rural,407,89,314,Standard City Bus,Pantograph,58
29,183,Rural,295,77,218,Mini Bus,Depot,30
35,192,Urban,473,89,397,Double Decker Bus,Depot,80
43,277,Highway,292,100,242,Mini Bus,Fast DC,32
38,182,Urban,361,90,297,Standard City Bus,Depot,58
26,195,Rural,436,79,339,Double Decker Bus,Pantograph,79
53,223,Highway,467,99,329,Double Decker Bus,Depot,78
35,236,Urban,299,95,232,Mini Bus,Fast DC,31
55,300,Highway,459,113,322,Double Decker Bus,Depot,81
50,275,Highway,378,105,291,Standard City Bus,Depot,50
37,226,Urban,286,91,239,Mini Bus,Pantograph,30
32,158,Rural,393,82,327,Standard City Bus,Pantograph,52
39,184,Urban,387,89,314,Standard City Bus,Fast DC,51
35,192,Rural,474,95,357,Double Decker Bus,Depot,73
40,225,Urban,415,85,309,Articulated Bus,Pantograph,92
47,269,Highway,455,103,368,Double Decker Bus,Fast DC,85
25,170,Rural,408,81,294,Articulated Bus,Pantograph,85
47,253,Highway,451,96,332,Articulated Bus,Fast DC,92
30,211,Urban,455,77,338,Articulated Bus,Depot,90
49,276,Highway,427,94,301,Double Decker Bus,Depot,72
40,191,Urban,397,92,320,Articulated Bus,Pantograph,86
38,174,Urban,295,83,231,Mini Bus,Depot,28
44,252,Highway,414,92,330,Articulated Bus,Pantograph,82
40,255,Highway,325,97,241,Mini Bus,Pantograph,25
29,197,Rural,429,77,331,Double Decker Bus,Depot,76
32,173,Urban,466,80,355,Double Decker Bus,Fast DC,77
53,242,Highway,289,99,213,Mini Bus,Fast DC,33
50,243,Highway,280,99,196,Mini Bus,Fast DC,33
28,138,Rural,425,76,318,Double Decker Bus,Depot,83
55,292,Highway,365,106,298,Standard City Bus,Depot,52
28,181,Rural,314,74,221,Mini Bus,Pantograph,29
42,258,Highway,406,89,336,Articulated Bus,Fast DC,88
35,214,Urban,414,91,338,Articulated Bus,Depot,84
39,197,Urban,289,97,207,Mini Bus,Depot,29
47,229,Highway,436,103,312,Double Decker Bus,Pantograph,72
35,175,Rural,288,80,244,Mini Bus,Pantograph,30
49,248,Highway,395,98,326,Standard City Bus,Depot,62
35,138,Rural,385,86,320,Standard City Bus,Fast DC,50
55,293,Highway,308,105,230,Mini Bus,Pantograph,25
53,263,Highway,457,109,334,Articulated Bus,Depot,92
25,172,Rural,434,78,354,Articulated Bus,Fast DC,84
33,137,Rural,433,81,367,Articulated Bus,Depot,81
36,176,Urban,468,94,348,Double Decker Bus,Fast DC,83
31,227,Urban,472,91,369,Double Decker Bus,Depot,81
31,188,Rural,297,79,252,Mini Bus,Depot,30
55,246,Highway,466,107,352,Double Decker Bus,Fast DC,74
27,197,Rural,395,80,307,Standard City Bus,Depot,52
33,169,Rural,301,90,245,Mini Bus,Pantograph,30
27,149,Rural,328,80,272,Mini Bus,Depot,31
42,246,Highway,327,93,253,Mini Bus,Pantograph,30
31,180,Urban,305,87,220,Mini Bus,Fast DC,27
38,182,Urban,455,91,377,Double Decker Bus,Depot,83
32,176,Rural,434,83,332,Double Decker Bus,Depot,81
35,188,Rural,395,86,311,Articulated Bus,Fast DC,81
28,198,Rural,434,85,321,Articulated Bus,Fast DC,95
33,173,Urban,473,81,385,Double Decker Bus,Fast DC,70
28,131,Rural,442,87,365,Double Decker Bus,Depot,70
54,254,Highway,382,114,283,Standard City Bus,Fast DC,54
35,240,Urban,332,82,275,Mini Bus,Pantograph,28
50,296,Highway,417,109,322,Articulated Bus,Fast DC,92
25,183,Rural,428,73,317,Double Decker Bus,Fast DC,78
34,184,Rural,340,89,288,Mini Bus,Depot,34
29,194,Rural,332,78,261,Mini Bus,Pantograph,33
36,216,Urban,407,85,291,Articulated Bus,Fast DC,89
50,238,Highway,398,96,285,Articulated Bus,Fast DC,94
34,187,Rural,415,79,313,Standard City Bus,Fast DC,64
27,132,Rural,316,77,245,Mini Bus,Pantograph,30
40,233,Highway,378,95,291,Standard City Bus,Depot,53
32,184,Rural,455,79,368,Articulated Bus,Pantograph,88
35,130,Rural,409,89,297,Articulated Bus,Fast DC,94
31,172,Rural,444,82,361,Articulated Bus,Fast DC,88
29,178,Rural,409,85,328,Standard City Bus,Pantograph,55
51,272,Highway,435,100,313,Double Decker Bus,Pantograph,75
33,218,Urban,420,88,318,Double Decker Bus,Pantograph,85
26,147,Rural,416,71,311,Articulated Bus,Fast DC,91
50,287,Highway,441,103,324,Articulated Bus,Pantograph,87
31,235,Urban,415,76,309,Standard City Bus,Pantograph,59
